Gene stable ID,Gene name,Mouse gene name,Mouse gene stable ID,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Gene-order conservation score
ENSG00000090659,CD209,Cd209b,ENSMUSG00000065987,ortholog_one2many,0,75
ENSG00000090659,CD209,Cd209e,ENSMUSG00000040197,ortholog_one2many,0,75
ENSG00000090659,CD209,Cd209c,ENSMUSG00000040165,ortholog_one2many,0,75
ENSG00000090659,CD209,Cd209d,ENSMUSG00000031495,ortholog_one2many,0,75
ENSG00000254903,OR8L1P,,,,,
ENSG00000132423,COQ3,Coq3,ENSMUSG00000028247,ortholog_one2one,1,100
ENSG00000255466,OR5AL2P,,,,,
ENSG00000272987,OR5AL1,Or5al1,ENSMUSG00000075202,ortholog_one2many,0,100
ENSG00000272987,OR5AL1,Or5al5,ENSMUSG00000075204,ortholog_one2many,0,100
ENSG00000272987,OR5AL1,Or5al6,ENSMUSG00000075203,ortholog_one2many,0,100
ENSG00000279961,OR8U3,Or8u3-ps,ENSMUSG00000050577,ortholog_one2one,1,100
ENSG00000259081,,,,,,
ENSG00000230416,OR5M4P,,,,,
ENSG00000258610,,,,,,
ENSG00000284732,,,,,,
ENSG00000258301,VASH1-AS1,,,,,
ENSG00000250116,RHOQ-AS1,,,,,
ENSG00000132424,PNISR,Pnisr,ENSMUSG00000028248,ortholog_one2one,1,100
ENSG00000013523,ANGEL1,Angel1,ENSMUSG00000021257,ortholog_one2one,1,100
ENSG00000150269,OR5M9,Or5m9b,ENSMUSG00000099820,ortholog_one2many,1,100
ENSG00000150269,OR5M9,Or5m9,ENSMUSG00000102091,ortholog_one2many,1,100
ENSG00000254411,,,,,,
ENSG00000151665,PIGF,Pigf,ENSMUSG00000024145,ortholog_one2one,1,100
ENSG00000254490,OR5M7P,,,,,
ENSG00000272175,,,,,,
ENSG00000213070,HMGB3P6,,,,,
ENSG00000282265,,,,,,
ENSG00000254660,,,,,,
ENSG00000229747,,,,,,
ENSG00000254603,OR5M6P,,,,,
ENSG00000185701,OR5M5P,,,,,
ENSG00000117280,RAB29,Rab29,ENSMUSG00000026433,ortholog_one2one,1,100
ENSG00000185522,LMNTD2,Lmntd2,ENSMUSG00000025500,ortholog_one2one,0,100
ENSG00000197993,KEL,Kel,ENSMUSG00000029866,ortholog_one2one,1,100
ENSG00000260743,,,,,,
ENSG00000171109,MFN1,Mfn1,ENSMUSG00000027668,ortholog_one2one,1,100
ENSG00000273551,,,,,,
ENSG00000260403,,,,,,
ENSG00000259910,,,,,,
ENSG00000261294,,,,,,
ENSG00000261505,,,,,,
ENSG00000219274,RPS20P2,,,,,
ENSG00000007520,TSR3,Tsr3,ENSMUSG00000015126,ortholog_one2one,1,100
ENSG00000253939,,,,,,
ENSG00000253838,,,,,,
ENSG00000254287,,,,,,
ENSG00000253790,,,,,,
ENSG00000253381,,,,,,
ENSG00000255993,PSMC1P9,,,,,
ENSG00000148408,CACNA1B,Cacna1b,ENSMUSG00000004113,ortholog_one2one,1,50
ENSG00000132294,EFR3A,Efr3a,ENSMUSG00000015002,ortholog_one2one,1,100
ENSG00000255648,,,,,,
ENSG00000177938,CAPZA3,Capza3,ENSMUSG00000041791,ortholog_one2one,1,100
ENSG00000252320,RNU6-320P,Gm23369,ENSMUSG00000093147,ortholog_many2many,0,
ENSG00000252320,RNU6-320P,Gm25512,ENSMUSG00000065797,ortholog_many2many,0,
ENSG00000287553,,,,,,
ENSG00000272516,,,,,,
ENSG00000102245,CD40LG,Cd40lg,ENSMUSG00000031132,ortholog_one2one,1,100
ENSG00000286437,,,,,,
ENSG00000262664,OVCA2,Ovca2,ENSMUSG00000038268,ortholog_one2one,1,100
ENSG00000271981,,,,,,
ENSG00000241081,RPL22P2,,,,,
ENSG00000272366,,,,,,
ENSG00000223174,RN7SKP17,,,,,
ENSG00000123552,USP45,Usp45,ENSMUSG00000040455,ortholog_one2one,1,100
ENSG00000043591,ADRB1,Adrb1,ENSMUSG00000035283,ortholog_one2one,1,100
ENSG00000259058,,,,,,
ENSG00000260425,,,,,,
ENSG00000285966,,,,,,
ENSG00000285540,,,,,,
ENSG00000266553,RN7SL356P,,,,,
ENSG00000139144,PIK3C2G,Pik3c2g,ENSMUSG00000030228,ortholog_one2one,1,100
ENSG00000253066,RNU6-709P,,,,,
ENSG00000243225,,,,,,
ENSG00000262533,,,,,,
ENSG00000226582,UBE2V1P5,,,,,
ENSG00000133393,CEP20,Cep20,ENSMUSG00000022677,ortholog_one2one,1,75
ENSG00000263050,DPH1-AS1,,,,,
ENSG00000165813,CCDC186,Ccdc186,ENSMUSG00000035173,ortholog_one2one,1,100
ENSG00000267200,MIR132,Mir132,ENSMUSG00000065537,ortholog_one2one,1,
ENSG00000267195,MIR212,,,,,
ENSG00000119669,IRF2BPL,Irf2bpl,ENSMUSG00000034168,ortholog_one2one,1,100
ENSG00000177374,HIC1,Hic1,ENSMUSG00000043099,ortholog_one2one,1,100
ENSG00000254815,LMNTD2-AS1,,,,,
ENSG00000273729,,,,,,
ENSG00000246548,LINC02288,,,,,
ENSG00000119878,CRIPT,Cript,ENSMUSG00000024146,ortholog_one2one,1,100
ENSG00000258473,,,,,,
ENSG00000258819,LINC02289,,,,,
ENSG00000233985,LINC01681,,,,,
ENSG00000099849,RASSF7,Rassf7,ENSMUSG00000038618,ortholog_one2one,1,100
ENSG00000287004,,,,,,
ENSG00000100565,LRRC74A,Lrrc74a,ENSMUSG00000059114,ortholog_one2one,1,100
ENSG00000070366,SMG6,Smg6,ENSMUSG00000038290,ortholog_one2one,1,100
ENSG00000236719,OVAAL,,,,,
ENSG00000279254,,,,,,
ENSG00000271639,PPFIA1P1,,,,,
ENSG00000228949,UGT1A12P,,,,,
ENSG00000227846,UGT1A11P,,,,,
ENSG00000234143,UGT1A13P,,,,,
ENSG00000241119,UGT1A9,Ugt1a9,ENSMUSG00000090175,ortholog_many2many,1,100
ENSG00000241119,UGT1A9,Ugt1a8,ENSMUSG00000089675,ortholog_many2many,1,100
ENSG00000241119,UGT1A9,Ugt1a10,ENSMUSG00000090165,ortholog_many2many,1,100
ENSG00000136636,KCTD3,Kctd3,ENSMUSG00000026608,ortholog_one2one,1,100
ENSG00000129675,ARHGEF6,Arhgef6,ENSMUSG00000031133,ortholog_one2one,1,100
ENSG00000239293,OR9P1P,,,,,
ENSG00000159763,PIP,Pip,ENSMUSG00000058499,ortholog_one2one,0,100
ENSG00000273904,,,,,,
ENSG00000284442,MIR2110,,,,,
ENSG00000165816,VWA2,Vwa2,ENSMUSG00000025082,ortholog_one2one,1,100
ENSG00000125388,GRK4,Grk4,ENSMUSG00000052783,ortholog_one2one,1,100
ENSG00000165131,LLCFC1,Llcfc1,ENSMUSG00000029867,ortholog_one2one,0,100
ENSG00000223595,LYPLA1P1,,,,,
ENSG00000164675,IQUB,Iqub,ENSMUSG00000046192,ortholog_one2one,1,100
ENSG00000166165,CKB,Ckb,ENSMUSG00000001270,ortholog_one2one,1,100
ENSG00000230165,AURKAP2,,,,,
ENSG00000275024,,,,,,
ENSG00000199038,MIR210,,,,,
ENSG00000289444,,,,,,
ENSG00000269952,,,,,,
ENSG00000233200,LINC02634,,,,,
ENSG00000206778,RNU6-213P,,,,,
ENSG00000253070,RNU6-794P,,,,,
ENSG00000262171,,,,,,
ENSG00000200097,RNU6-1167P,,,,,
ENSG00000215003,RPL15P20,,,,,
ENSG00000271335,CCNY-AS1,,,,,
ENSG00000070047,PHRF1,Phrf1,ENSMUSG00000038611,ortholog_one2one,1,100
ENSG00000180035,ZNF48,Zfp553,ENSMUSG00000045598,ortholog_one2one,1,100
ENSG00000204176,SYT15,Syt15,ENSMUSG00000041479,ortholog_one2many,1,50
ENSG00000167165,UGT1A6,Ugt1a6b,ENSMUSG00000090145,ortholog_one2many,1,100
ENSG00000167165,UGT1A6,Ugt1a6a,ENSMUSG00000054545,ortholog_one2many,1,100
ENSG00000167165,UGT1A6,Ugt1a7c,ENSMUSG00000090124,ortholog_one2many,1,100
ENSG00000212510,RNU6-972P,,,,,
ENSG00000202279,Y_RNA,,,,,
ENSG00000206979,SNORD61,Snord61,ENSMUSG00000065110,ortholog_one2one,1,
ENSG00000072315,TRPC5,Trpc5,ENSMUSG00000041710,ortholog_one2one,1,100
ENSG00000166619,BLCAP,Blcap,ENSMUSG00000067787,ortholog_one2one,1,100
ENSG00000280137,,,,,,
ENSG00000225486,,,,,,
ENSG00000179965,ZNF771,Zfp771,ENSMUSG00000054716,ortholog_one2one,1,75
ENSG00000227043,LINC01682,,,,,
ENSG00000286947,,,,,,
ENSG00000274654,,,,,,
ENSG00000259705,FBN1-DT,,,,,
ENSG00000273925,,,,,,
ENSG00000259216,,,,,,
ENSG00000163874,ZC3H12A,Zc3h12a,ENSMUSG00000042677,ortholog_one2one,1,100
ENSG00000259469,,,,,,
ENSG00000261333,CD24P2,,,,,
ENSG00000187823,RTL4,Rtl4,ENSMUSG00000071679,ortholog_one2one,1,100
ENSG00000181827,RFX7,Rfx7,ENSMUSG00000037674,ortholog_one2one,1,100
ENSG00000271464,DPRXP7,,,,,
ENSG00000271400,CCDC121P1,,,,,
ENSG00000200436,Y_RNA,,,,,
ENSG00000213489,FBLIM1P1,,,,,
ENSG00000199787,SNORA80C,,,,,
ENSG00000179918,SEPHS2,Sephs2,ENSMUSG00000049091,ortholog_one2one,1,100
ENSG00000282815,TEX13C,Tex13c1,ENSMUSG00000078320,ortholog_many2many,0,100
ENSG00000282815,TEX13C,Tex13d,ENSMUSG00000105993,ortholog_many2many,0,0
ENSG00000289449,,,,,,
ENSG00000285777,,,,,,
ENSG00000126768,TIMM17B,Timm17b,ENSMUSG00000031158,ortholog_one2one,1,100
ENSG00000202476,Y_RNA,,,,,
ENSG00000286109,,,,,,
ENSG00000222701,Y_RNA,,,,,
ENSG00000261346,,,,,,
ENSG00000213068,,,,,,
ENSG00000260487,,,,,,
ENSG00000251706,RNU7-61P,,,,,
ENSG00000261332,ITGAL-AS1,,,,,
ENSG00000266305,MIR4518,,,,,
ENSG00000231187,SYT15-AS1,,,,,
ENSG00000169957,ZNF768,Zfp768,ENSMUSG00000047371,ortholog_one2one,1,100
ENSG00000256053,COA8,Coa8,ENSMUSG00000037787,ortholog_one2one,1,100
ENSG00000054392,HHAT,Hhat,ENSMUSG00000037375,ortholog_one2one,1,100
ENSG00000053438,NNAT,,,,,
ENSG00000229227,,,,,,
ENSG00000272430,LINC02637,,,,,
ENSG00000229927,RHEBP1,,,,,
ENSG00000274186,RN7SL248P,,,,,
ENSG00000204175,GPRIN2,Gprin2,ENSMUSG00000071531,ortholog_one2one,1,75
ENSG00000261459,,,,,,
ENSG00000278922,,,,,,
ENSG00000235560,ZNF747-DT,,,,,
ENSG00000107679,PLEKHA1,Plekha1,ENSMUSG00000040268,ortholog_one2one,1,100
ENSG00000148110,MFSD14B,Mfsd14b,ENSMUSG00000038212,ortholog_one2one,1,0
ENSG00000276603,,,,,,
ENSG00000261072,,,,,,
ENSG00000235044,PPIAP3,,,,,
ENSG00000260494,RPL7L1P16,,,,,
ENSG00000274469,LINC01746,,,,,
ENSG00000083782,EPYC,Epyc,ENSMUSG00000019936,ortholog_one2one,1,100
ENSG00000275417,,,,,,
ENSG00000199784,RNU6-1287P,,,,,
ENSG00000228234,GLRXP1,,,,,
ENSG00000261174,HMGB1P33,,,,,
ENSG00000225759,LINC00489,,,,,
ENSG00000169951,ZNF764,E430018J23Rik,ENSMUSG00000078580,ortholog_many2many,1,100
ENSG00000169951,ZNF764,Zfp764,ENSMUSG00000045757,ortholog_many2many,1,100
ENSG00000253117,OC90,Oc90,ENSMUSG00000015001,ortholog_one2one,1,100
ENSG00000204117,,,,,,
ENSG00000260382,TMEM183AP3,,,,,
ENSG00000101004,NINL,Ninl,ENSMUSG00000068115,ortholog_one2one,1,75
ENSG00000232524,,,,,,
ENSG00000207338,RNU6-296P,Gm25337,ENSMUSG00000065657,ortholog_one2one,0,
ENSG00000198690,FAN1,Fan1,ENSMUSG00000033458,ortholog_one2one,1,50
ENSG00000128609,NDUFA5,Ndufa5,ENSMUSG00000023089,ortholog_one2one,1,100
ENSG00000139329,LUM,Lum,ENSMUSG00000036446,ortholog_one2one,1,100
ENSG00000258417,,,,,,
ENSG00000280333,,,,,,
ENSG00000239791,,,,,,
ENSG00000262810,,,,,,
ENSG00000279040,,,,,,
ENSG00000279562,,,,,,
ENSG00000279340,,,,,,
ENSG00000262402,MCUR1P1,,,,,
ENSG00000265777,RN7SL624P,,,,,
ENSG00000236838,,,,,,
ENSG00000137078,SIT1,Sit1,ENSMUSG00000028460,ortholog_one2one,1,100
ENSG00000236457,,,,,,
ENSG00000197162,ZNF785,,,,,
ENSG00000225084,,,,,,
ENSG00000278941,SMG6-IT1,,,,,
ENSG00000107957,SH3PXD2A,Sh3pxd2a,ENSMUSG00000053617,ortholog_one2one,1,100
ENSG00000280242,,,,,,
ENSG00000147679,UTP23,Utp23,ENSMUSG00000022313,ortholog_one2one,1,100
ENSG00000167720,SRR,Srr,ENSMUSG00000001323,ortholog_one2one,1,100
ENSG00000011465,DCN,Dcn,ENSMUSG00000019929,ortholog_one2one,1,100
ENSG00000260167,,,,,,
ENSG00000261588,,,,,,
ENSG00000156853,ZNF689,Zfp689,ENSMUSG00000048921,ortholog_one2one,1,100
ENSG00000184304,PRKD1,Prkd1,ENSMUSG00000002688,ortholog_one2one,1,100
ENSG00000137101,CD72,Cd72,ENSMUSG00000028459,ortholog_one2one,1,100
ENSG00000125510,OPRL1,Oprl1,ENSMUSG00000027584,ortholog_one2one,1,100
ENSG00000104883,PEX11G,Pex11g,ENSMUSG00000069633,ortholog_one2one,1,100
ENSG00000253327,RAD21-AS1,,,,,
ENSG00000283956,MIR3610,,,,,
ENSG00000205002,AARD,Aard,ENSMUSG00000068522,ortholog_one2one,1,100
ENSG00000229539,PANK2-AS1,,,,,
ENSG00000088827,SIGLEC1,Siglec1,ENSMUSG00000027322,ortholog_one2one,1,100
ENSG00000114450,GNB4,Gnb4,ENSMUSG00000027669,ortholog_one2one,1,100
ENSG00000128815,WDFY4,Wdfy4,ENSMUSG00000051506,ortholog_one2one,1,100
ENSG00000240116,RN7SL303P,,,,,
ENSG00000245025,,,,,,
ENSG00000008853,RHOBTB2,Rhobtb2,ENSMUSG00000022075,ortholog_one2one,1,75
ENSG00000165168,CYBB,Cybb,ENSMUSG00000015340,ortholog_one2one,1,0
ENSG00000260678,,,,,,
ENSG00000261680,,,,,,
ENSG00000224814,,,,,,
ENSG00000233445,RPL17P11,,,,,
ENSG00000260113,,,,,,
ENSG00000248114,,,,,,
ENSG00000228445,UGT1A2P,,,,,
ENSG00000248705,,,,,,
ENSG00000241635,UGT1A1,Ugt1a1,ENSMUSG00000089960,ortholog_one2one,1,100
ENSG00000156858,PRR14,Prr14,ENSMUSG00000030822,ortholog_one2one,1,100
ENSG00000198723,SAXO5,Tex45,ENSMUSG00000040340,ortholog_one2one,1,100
ENSG00000257904,,,,,,
ENSG00000248975,,,,,,
ENSG00000262333,HNRNPA1P16,,,,,
ENSG00000240201,,,,,,
ENSG00000279032,,,,,,
ENSG00000167721,TSR1,Tsr1,ENSMUSG00000038335,ortholog_one2one,1,100
ENSG00000188739,RBM34,Rbm34,ENSMUSG00000033931,ortholog_one2one,1,50
ENSG00000125375,DMAC2L,Dmac2l,ENSMUSG00000054894,ortholog_one2one,1,100
ENSG00000265658,MIR3690,,,,,
ENSG00000223274,RNA5SP498,,,,,
ENSG00000123485,HJURP,Hjurp,ENSMUSG00000044783,ortholog_one2one,0,100
ENSG00000198223,CSF2RA,Csf2ra,ENSMUSG00000059326,ortholog_one2one,0,0
ENSG00000279170,TSTD3,,,,,
ENSG00000274603,Y_RNA,,,,,
ENSG00000088298,EDEM2,Edem2,ENSMUSG00000038312,ortholog_one2one,1,100
ENSG00000267952,,,,,,
ENSG00000198816,ZNF358,Zfp358,ENSMUSG00000047264,ortholog_one2one,1,100
ENSG00000112237,CCNC,Ccnc,ENSMUSG00000028252,ortholog_one2one,1,75
ENSG00000269371,,,,,,
ENSG00000090674,MCOLN1,Mcoln1,ENSMUSG00000004567,ortholog_one2one,1,100
ENSG00000199335,RNU6-204P,Gm55172,ENSMUSG00002075879,ortholog_one2many,0,
ENSG00000148053,NTRK2,Ntrk2,ENSMUSG00000055254,ortholog_one2one,1,100
ENSG00000251075,HTT-AS,,,,,
ENSG00000278778,,,,,,
ENSG00000274693,,,,,,
ENSG00000230442,ASB15-AS1,,,,,
ENSG00000188981,MSANTD1,Msantd1,ENSMUSG00000051246,ortholog_one2one,1,100
ENSG00000286666,,,,,,
ENSG00000273198,,,,,,
ENSG00000211448,DIO2,Dio2,ENSMUSG00000007682,ortholog_one2one,1,100
ENSG00000203730,TEDDM1,Teddm1a,ENSMUSG00000047053,ortholog_one2many,1,100
ENSG00000203730,TEDDM1,Teddm1b,ENSMUSG00000043282,ortholog_one2many,1,100
ENSG00000170807,LMOD2,Lmod2,ENSMUSG00000029683,ortholog_one2one,1,100
ENSG00000225719,NMNAT1P2,,,,,
ENSG00000275084,SNORD91B,,,,,
ENSG00000212163,SNORD91A,,,,,
ENSG00000273483,,,,,,
ENSG00000263501,,,,,,
ENSG00000203729,LINC00272,,,,,
ENSG00000248843,RPL7AP29,,,,,
ENSG00000271919,,,,,,
ENSG00000286035,,,,,,
ENSG00000106299,WASL,Wasl,ENSMUSG00000029684,ortholog_one2one,1,100
ENSG00000145287,PLAC8,Plac8,ENSMUSG00000029322,ortholog_one2one,1,100
ENSG00000226797,,,,,,
ENSG00000232809,VDAC1P10,,,,,
ENSG00000285981,,,,,,
ENSG00000261729,,,,,,
ENSG00000263644,,,,,,
ENSG00000271749,,,,,,
ENSG00000215796,,,,,,
ENSG00000233047,LINC01677,,,,,
ENSG00000201151,,,,,,
ENSG00000164182,NDUFAF2,Ndufaf2,ENSMUSG00000068184,ortholog_one2one,1,100
ENSG00000265282,,,,,,
ENSG00000120889,TNFRSF10B,Tnfrsf26,ENSMUSG00000045362,ortholog_many2many,0,0
ENSG00000120889,TNFRSF10B,Tnfrsf23,ENSMUSG00000037613,ortholog_many2many,0,0
ENSG00000120889,TNFRSF10B,Tnfrsf22,ENSMUSG00000010751,ortholog_many2many,0,0
ENSG00000101019,UQCC1,Uqcc1,ENSMUSG00000005882,ortholog_one2one,1,100
ENSG00000055950,MRPL43,Mrpl43,ENSMUSG00000025208,ortholog_one2one,1,100
ENSG00000008283,CYB561,Cyb561,ENSMUSG00000019590,ortholog_one2one,1,100
ENSG00000143341,HMCN1,Hmcn1,ENSMUSG00000066842,ortholog_one2one,1,100
ENSG00000139970,RTN1,Rtn1,ENSMUSG00000021087,ortholog_one2one,1,100
ENSG00000130150,MOSPD2,Mospd2,ENSMUSG00000061778,ortholog_one2one,1,100
ENSG00000144481,TRPM8,Trpm8,ENSMUSG00000036251,ortholog_one2one,1,100
ENSG00000168671,UGT3A2,Ugt3a2,ENSMUSG00000049152,ortholog_one2many,1,100
ENSG00000168671,UGT3A2,Ugt3a1,ENSMUSG00000072664,ortholog_one2many,1,100
ENSG00000272686,WASL-DT,,,,,
ENSG00000201104,RNU6-11P,,,,,
ENSG00000228211,HYAL6P,,,,,
ENSG00000106302,HYAL4,Hyal4,ENSMUSG00000029680,ortholog_one2one,1,100
ENSG00000156860,FBRS,Fbrs,ENSMUSG00000042423,ortholog_one2one,1,100
ENSG00000268614,,,,,,
ENSG00000250057,,,,,,
ENSG00000032444,PNPLA6,Pnpla6,ENSMUSG00000004565,ortholog_one2one,1,100
ENSG00000106333,PCOLCE,Pcolce,ENSMUSG00000029718,ortholog_one2one,1,100
ENSG00000250677,,,,,,
ENSG00000248401,,,,,,
ENSG00000173085,COQ2,Coq2,ENSMUSG00000029319,ortholog_one2one,1,100
ENSG00000235929,TPT1P14,,,,,
ENSG00000251591,,,,,,
ENSG00000181544,FANCB,Fancb,ENSMUSG00000047757,ortholog_one2one,0,100
ENSG00000164187,LMBRD2,Lmbrd2,ENSMUSG00000039704,ortholog_one2one,1,100
ENSG00000261628,,,,,,
ENSG00000166912,MTMR10,Mtmr10,ENSMUSG00000030522,ortholog_one2one,1,75
ENSG00000252074,RNU6-416P,Gm25404,ENSMUSG00000119828,ortholog_one2one,0,
ENSG00000222287,RNU6-1043P,,,,,
ENSG00000258148,,,,,,
ENSG00000257452,,,,,,
ENSG00000106330,MOSPD3,Mospd3,ENSMUSG00000037221,ortholog_one2one,1,100
ENSG00000258159,IMMP1LP2,,,,,
ENSG00000005844,ITGAL,Itgal,ENSMUSG00000030830,ortholog_one2one,1,100
ENSG00000111775,COX6A1,Cox6a1,ENSMUSG00000041697,ortholog_one2one,1,100
ENSG00000111780,,,,,,
ENSG00000170855,TRIAP1,Triap1,ENSMUSG00000029535,ortholog_one2one,1,100
ENSG00000242539,,,,,,
ENSG00000272699,,,,,,
ENSG00000239255,RPL29P34,,,,,
ENSG00000181260,MTHFD2P7,,,,,
ENSG00000257218,GATC,Gatc,ENSMUSG00000029536,ortholog_one2one,1,100
ENSG00000099834,CDHR5,Cdhr5,ENSMUSG00000025497,ortholog_one2one,1,100
ENSG00000136518,ACTL6A,Actl6a,ENSMUSG00000027671,ortholog_one2one,1,100
ENSG00000173083,HPSE,Hpse,ENSMUSG00000035273,ortholog_one2one,1,100
ENSG00000288893,,,,,,
ENSG00000215244,LINC02649,,,,,
ENSG00000219355,RPL31P52,,,,,
ENSG00000088986,DYNLL1,Dynll1,ENSMUSG00000009013,ortholog_one2one,1,100
ENSG00000207756,MIR580,,,,,
ENSG00000201223,RNU6-1305P,,,,,
ENSG00000232591,LINC02642,,,,,
ENSG00000152620,NADK2,Nadk2,ENSMUSG00000022253,ortholog_one2one,1,100
ENSG00000280809,LINC00836,,,,,
ENSG00000100526,CDKN3,Cdkn3,ENSMUSG00000037628,ortholog_one2one,1,100
ENSG00000228309,LINC01350,,,,,
ENSG00000246130,,,,,,
ENSG00000253616,CHILL1,,,,,
ENSG00000106327,TFR2,Tfr2,ENSMUSG00000029716,ortholog_one2one,1,100
ENSG00000284948,,,,,,
ENSG00000165272,AQP3,Aqp3,ENSMUSG00000028435,ortholog_one2one,1,75
ENSG00000284956,,,,,,
ENSG00000231066,NPM1P9,,,,,
ENSG00000280560,LINC01374,,,,,
ENSG00000225814,GRPEL2P2,,,,,
ENSG00000236982,BLOC1S2P1,,,,,
ENSG00000173535,TNFRSF10C,Tnfrsf26,ENSMUSG00000045362,ortholog_many2many,0,0
ENSG00000173535,TNFRSF10C,Tnfrsf23,ENSMUSG00000037613,ortholog_many2many,0,0
ENSG00000173535,TNFRSF10C,Tnfrsf22,ENSMUSG00000010751,ortholog_many2many,0,0
ENSG00000226659,TSPAN14-AS1,,,,,
ENSG00000102053,ZC3H12B,Zc3h12b,ENSMUSG00000035045,ortholog_one2one,1,100
ENSG00000289087,,,,,,
ENSG00000289633,,,,,,
ENSG00000289441,,,,,,
ENSG00000288755,,,,,,
ENSG00000227244,LINC00845,,,,,
ENSG00000229739,PDC-AS1,,,,,
ENSG00000278344,,,,,,
ENSG00000289350,,,,,,
ENSG00000110871,COQ5,Coq5,ENSMUSG00000041733,ortholog_one2one,1,100
ENSG00000289299,,,,,,
ENSG00000270542,,,,,,
ENSG00000224812,TMEM72-AS1,,,,,
ENSG00000275651,MIR6851,,,,,
ENSG00000116703,PDC,Pdc,ENSMUSG00000006007,ortholog_one2one,1,100
ENSG00000212526,RNU6-466P,,,,,
ENSG00000122133,PAEP,,,,,
ENSG00000259720,,,,,,
ENSG00000207702,MIR211,,,,,
ENSG00000187806,TMEM202,,,,,
ENSG00000237971,,,,,,
ENSG00000225569,CCT4P2,,,,,
ENSG00000231809,NANOGP9,,,,,
ENSG00000173530,TNFRSF10D,Tnfrsf26,ENSMUSG00000045362,ortholog_many2many,0,0
ENSG00000173530,TNFRSF10D,Tnfrsf23,ENSMUSG00000037613,ortholog_many2many,0,0
ENSG00000173530,TNFRSF10D,Tnfrsf22,ENSMUSG00000010751,ortholog_many2many,0,0
ENSG00000243978,RTL9,Rtl9,ENSMUSG00000085584,ortholog_one2one,1,100
ENSG00000271072,PHB1P20,,,,,
ENSG00000261187,,,,,,
ENSG00000204620,,,,,,
ENSG00000102317,RBM3,Rbm3,ENSMUSG00000031167,ortholog_one2one,1,100
ENSG00000273874,MIR6859-2,,,,,
ENSG00000278757,U6,,,,,
ENSG00000264341,,,,,,
ENSG00000289427,,,,,,
ENSG00000264101,MIR4689,,,,,
ENSG00000252404,,,,,,
ENSG00000243267,RN7SL614P,,,,,
ENSG00000289158,,,,,,
ENSG00000239149,SNORA59A,,,,,
ENSG00000288915,,,,,,
ENSG00000252151,RNU6-1265P,,,,,
ENSG00000225850,,,,,,
ENSG00000252969,SNORA70,,,,,
ENSG00000252956,RNA5SP40,,,,,
ENSG00000203497,PDCD4-AS1,,,,,
ENSG00000265606,MIR4695,,,,,
ENSG00000284357,MIR34A,Mir34a,ENSMUSG00000065493,ortholog_one2one,1,
ENSG00000207237,RNU6-110P,,,,,
ENSG00000270111,CELF2-DT,,,,,
ENSG00000213614,HEXA,Hexa,ENSMUSG00000025232,ortholog_one2one,1,75
ENSG00000252691,,,,,,
ENSG00000253005,RNU6-176P,Gm23614,ENSMUSG00000064532,ortholog_one2one,0,
ENSG00000238316,,,,,,
ENSG00000207941,MIR552,,,,,
ENSG00000199963,RNU6-605P,Gm26203,ENSMUSG00000064845,ortholog_one2many,0,
ENSG00000264698,MIR4255,,,,,
ENSG00000207328,RNU6-636P,Gm25061,ENSMUSG00000119321,ortholog_one2one,0,
ENSG00000207466,Y_RNA,,,,,
ENSG00000252368,RNA5SP43,,,,,
ENSG00000289636,,,,,,
ENSG00000206779,Y_RNA,,,,,
ENSG00000205696,ADARB2-AS1,,,,,
ENSG00000200796,RNU6-753P,,,,,
ENSG00000265971,,,,,,
ENSG00000252190,,,,,,
ENSG00000228979,PPIAP55,,,,,
ENSG00000264613,RN7SL290P,,,,,
ENSG00000199240,RNA5SP46,,,,,
ENSG00000283724,MIR6732,,,,,
ENSG00000284410,MIR6733,,,,,
ENSG00000252018,RNU2-30P,,,,,
ENSG00000206627,RNU6-969P,,,,,
ENSG00000283414,U6,,,,,
ENSG00000207508,RNU6-1237P,Gm25326,ENSMUSG00000119701,ortholog_one2one,0,
ENSG00000238276,LINC02944,,,,,
ENSG00000200171,Y_RNA,,,,,
ENSG00000207194,RNU6-1026P,Gm25968,ENSMUSG00000087792,ortholog_one2many,0,
ENSG00000283477,MIR6079,,,,,
ENSG00000263675,MIR5581,,,,,
ENSG00000200174,Y_RNA,,,,,
ENSG00000238653,RNU7-62P,,,,,
ENSG00000212624,,,,,,
ENSG00000222601,Y_RNA,Gm24629,ENSMUSG00000084711,ortholog_one2many,0,
ENSG00000200575,RNU6-414P,,,,,
ENSG00000241030,RPL29P24,,,,,
ENSG00000159640,ACE,Ace,ENSMUSG00000020681,ortholog_one2one,1,100
ENSG00000212360,RNU6-1177P,Gm22443,ENSMUSG00000119251,ortholog_one2many,0,
ENSG00000242860,RN7SL180P,,,,,
ENSG00000263908,MIR3116-1,,,,,
ENSG00000283690,MIR3116-2,,,,,
ENSG00000251825,RN7SKP19,,,,,
ENSG00000104689,TNFRSF10A,,,,,
ENSG00000289363,,,,,,
ENSG00000201153,RNU6-371P,,,,,
ENSG00000167272,POP5,Pop5,ENSMUSG00000060152,ortholog_one2one,1,100
ENSG00000289270,,,,,,
ENSG00000222624,RNU2-15P,,,,,
ENSG00000223152,RNU4-88P,,,,,
ENSG00000288918,,,,,,
ENSG00000212308,RNA5SP23,,,,,
ENSG00000289092,,,,,,
ENSG00000276081,MIR7156,,,,,
ENSG00000239640,RN7SL62P,,,,,
