Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSMUSG00000106596,Gm42822,,,,,
ENSMUSG00000105545,4930599N24Rik,,,,,
ENSMUSG00002076866,Gm55387,,,,,
ENSMUSG00000106398,Gm43357,,,,,
ENSMUSG00000105327,Gm9409,,,,,
ENSMUSG00000104617,Gm43356,,,,,
ENSMUSG00000119741,Gm26107,,,,,
ENSMUSG00000104610,Gm567,,,,,
ENSMUSG00000027534,Snx16,SNX16,ENSG00000104497,ortholog_one2one,1,100
ENSMUSG00000105528,Gm43519,,,,,
ENSMUSG00000085352,Gm4128,,,,,
ENSMUSG00000106310,Gm43523,,,,,
ENSMUSG00000089302,Gm26208,,,,,
ENSMUSG00000110225,Gm45528,,,,,
ENSMUSG00002076101,Gm55167,,,,,
ENSMUSG00000040340,Tex45,SAXO5,ENSG00000198723,ortholog_one2one,1,100
ENSMUSG00000116194,Gm49434,,,,,
ENSMUSG00000059668,Krt4,KRT4,ENSG00000170477,ortholog_one2one,1,100
ENSMUSG00000102410,Gm36935,,,,,
ENSMUSG00000112197,Gm47337,,,,,
ENSMUSG00000112556,Gm47339,,,,,
ENSMUSG00000112595,Gm47340,,,,,
ENSMUSG00000112548,Gm47338,,,,,
ENSMUSG00000111948,Gm47055,,,,,
ENSMUSG00000112398,9230102K24Rik,,,,,
ENSMUSG00000029098,Acox3,ACOX3,ENSG00000087008,ortholog_one2one,1,100
ENSMUSG00000112872,Gm47058,,,,,
ENSMUSG00000040624,Plekhg1,PLEKHG1,ENSG00000120278,ortholog_one2one,1,100
ENSMUSG00000061397,Krt79,KRT79,ENSG00000185640,ortholog_one2one,1,100
ENSMUSG00000031667,Aktip,AKTIP,ENSG00000166971,ortholog_one2one,1,100
ENSMUSG00000104451,Gm37831,,,,,
ENSMUSG00000104185,Gm18692,,,,,
ENSMUSG00000088622,Gm23316,RNU6-997P,ENSG00000207456,ortholog_one2one,0,
ENSMUSG00000102470,Gm37244,,,,,
ENSMUSG00000087858,Gm22795,,,,,
ENSMUSG00000103323,Gm21631,,,,,
ENSMUSG00000081537,Gm37832,,,,,
ENSMUSG00002076512,Gm55390,,,,,
ENSMUSG00000032109,Nlrx1,NLRX1,ENSG00000160703,ortholog_one2one,1,100
ENSMUSG00000098085,Gm8919,,,,,
ENSMUSG00000050463,Krt78,KRT78,ENSG00000170423,ortholog_one2one,0,100
ENSMUSG00000104015,Gm10745,,,,,
ENSMUSG00000103339,Gm37996,,,,,
ENSMUSG00000118569,Gm18236,,,,,
ENSMUSG00000030790,Adm,ADM,ENSG00000148926,ortholog_one2one,1,100
ENSMUSG00000104177,Gm2429,,,,,
ENSMUSG00000038084,Opa1,OPA1,ENSG00000198836,ortholog_one2one,1,100
ENSMUSG00000103950,Gm8939,,,,,
ENSMUSG00000103735,Gm38317,,,,,
ENSMUSG00000102815,Gm37813,,,,,
ENSMUSG00000104065,Gm37197,,,,,
ENSMUSG00000102215,Gm2464,,,,,
ENSMUSG00000109700,Gm21123,,,,,
ENSMUSG00000049382,Krt8,KRT8,ENSG00000170421,ortholog_one2one,1,100
ENSMUSG00000109749,Gm18907,,,,,
ENSMUSG00000086050,Gm16045,,,,,
ENSMUSG00000048938,Nr1h5,,,,,
ENSMUSG00000110062,B430319F04Rik,,,,,
ENSMUSG00000081665,Pira1,LILRB5,ENSG00000105609,ortholog_many2many,0,100
ENSMUSG00000081665,Pira1,LILRA6,ENSG00000244482,ortholog_many2many,0,100
ENSMUSG00000081665,Pira1,LILRB4,ENSG00000186818,ortholog_many2many,0,0
ENSMUSG00000081665,Pira1,LILRA5,ENSG00000187116,ortholog_many2many,0,100
ENSMUSG00000081665,Pira1,LILRA4,ENSG00000239961,ortholog_many2many,0,100
ENSMUSG00000081665,Pira1,LILRB3,ENSG00000204577,ortholog_many2many,0,100
ENSMUSG00000018932,Map2k3,MAP2K3,ENSG00000034152,ortholog_one2one,1,75
ENSMUSG00000111971,Gm48678,,,,,
ENSMUSG00000091732,Gm17541,,,,,
ENSMUSG00000079177,Fam228a,FAM228A,ENSG00000186453,ortholog_one2one,0,75
ENSMUSG00000116010,Gm36026,,,,,
ENSMUSG00000023043,Krt18,KRT18,ENSG00000111057,ortholog_one2one,1,100
ENSMUSG00000115087,Gm48998,,,,,
ENSMUSG00000084447,Gm26251,,,,,
ENSMUSG00000115107,Gm18368,,,,,
ENSMUSG00000115514,Gm49009,,,,,
ENSMUSG00000115305,Gm30584,,,,,
ENSMUSG00000115290,Gm19098,,,,,
ENSMUSG00000030616,Sytl2,SYTL2,ENSG00000137501,ortholog_one2one,1,100
ENSMUSG00000021891,Mettl6,METTL6,ENSG00000206562,ortholog_one2one,1,100
ENSMUSG00000058655,Eif4b,EIF4B,ENSG00000063046,ortholog_one2one,1,100
ENSMUSG00000090033,Gm16243,,,,,
ENSMUSG00000041995,Zbed3,ZBED3,ENSG00000132846,ortholog_one2one,0,100
ENSMUSG00000083486,Gm14521,,,,,
ENSMUSG00000087591,Gm14635,,,,,
ENSMUSG00000081461,Rpl30-ps11,,,,,
ENSMUSG00000088108,Snora47,SNORA47,ENSG00000238961,ortholog_one2one,1,
ENSMUSG00000077380,Gm22661,,ENSG00000252458,ortholog_one2many,0,
ENSMUSG00000031007,Atp6ap2,ATP6AP2,ENSG00000182220,ortholog_one2one,1,100
ENSMUSG00000021681,Aggf1,AGGF1,ENSG00000164252,ortholog_one2one,1,100
ENSMUSG00000050545,Fam228b,FAM228B,ENSG00000219626,ortholog_one2one,1,100
ENSMUSG00000111685,Gm10686,,,,,
ENSMUSG00000060510,Zfp266,ZNF266,ENSG00000174652,ortholog_one2one,0,0
ENSMUSG00000083199,Gm9432,,,,,
ENSMUSG00000079871,Gm4984,,,,,
ENSMUSG00000044148,1810030O07Rik,CXorf38,ENSG00000185753,ortholog_one2one,1,100
ENSMUSG00000111661,Gm46142,,,,,
ENSMUSG00000058192,Zfp846,,,,,
ENSMUSG00000065592,Mir145a,MIR145,ENSG00000276365,ortholog_one2one,1,
ENSMUSG00000065445,Mir143,MIR143,ENSG00000284182,ortholog_one2one,1,
ENSMUSG00000117662,Gm4013,,,,,
ENSMUSG00000109727,Gm45464,,,,,
ENSMUSG00000110189,Gm45665,,,,,
ENSMUSG00000109755,Gm8489,,,,,
ENSMUSG00000117984,Gm31819,,,,,
ENSMUSG00000110106,Gm45666,,,,,
ENSMUSG00002076895,Gm55506,,,,,
ENSMUSG00000110089,Gm36243,,,,,
ENSMUSG00000087939,Gm23676,RNU6-839P,ENSG00000200217,ortholog_one2one,0,
ENSMUSG00000118198,Gm50370,,,,,
ENSMUSG00000119679,Gm22003,,,,,
ENSMUSG00000065708,Gm22826,,,,,
ENSMUSG00000020639,Pfn4,PFN4,ENSG00000176732,ortholog_one2one,1,100
ENSMUSG00000118017,Gm29966,,,,,
ENSMUSG00000027854,Sike1,SIKE1,ENSG00000052723,ortholog_one2one,1,100
ENSMUSG00000021890,Eaf1,EAF1,ENSG00000144597,ortholog_one2one,1,100
ENSMUSG00000033282,Rpgrip1l,RPGRIP1L,ENSG00000103494,ortholog_one2one,1,100
ENSMUSG00000120022,Gm56489,,,,,
ENSMUSG00000114122,Gm48712,,,,,
ENSMUSG00000119992,Gm34632,,,,,
ENSMUSG00000111547,Gm48069,,,,,
ENSMUSG00000120074,Gm56491,,,,,
ENSMUSG00000062470,Fbxl12os,,,,,
ENSMUSG00000118200,Gm31621,,,,,
ENSMUSG00000039242,B3galnt2,B3GALNT2,ENSG00000162885,ortholog_one2one,1,100
ENSMUSG00000086473,Gm16265,,,,,
ENSMUSG00000031209,Heph,HEPH,ENSG00000089472,ortholog_one2one,1,100
ENSMUSG00000037003,Tns2,TNS2,ENSG00000111077,ortholog_one2one,1,100
ENSMUSG00000117811,Gm29677,,,,,
ENSMUSG00000054690,Emcn,EMCN,ENSG00000164035,ortholog_one2one,1,100
ENSMUSG00000114210,A330084C13Rik,,,,,
ENSMUSG00000032340,Neo1,NEO1,ENSG00000067141,ortholog_one2one,1,100
ENSMUSG00000115102,Gm49270,,,,,
ENSMUSG00000042529,Kcnj12,KCNJ18,ENSG00000260458,ortholog_one2many,1,50
ENSMUSG00000042529,Kcnj12,KCNJ12,ENSG00000184185,ortholog_one2many,1,50
ENSMUSG00000091269,Gm6682,,,,,
ENSMUSG00000058997,Vwa8,VWA8,ENSG00000102763,ortholog_one2one,1,100
ENSMUSG00000118546,Gm20348,,,,,
ENSMUSG00000087020,Gm16283,,,,,
ENSMUSG00000037361,Sf3b6,SF3B6,ENSG00000115128,ortholog_one2one,1,75
ENSMUSG00000118134,4930549G23Rik,,,,,
ENSMUSG00000117605,Gm50097,,,,,
ENSMUSG00000054418,2900041M22Rik,,,,,
ENSMUSG00000120124,Gm41673,,,,,
ENSMUSG00000082123,Gm16149,,,,,
ENSMUSG00000120353,Gm56492,,,,,
ENSMUSG00002075426,Gm55556,,,,,
ENSMUSG00000087590,Epb41l4aos,,,,,
ENSMUSG00000082605,Gm16148,,,,,
ENSMUSG00000020635,Fkbp1b,FKBP1B,ENSG00000119782,ortholog_one2one,1,100
ENSMUSG00000020436,Gabrg2,GABRG2,ENSG00000113327,ortholog_one2one,1,100
ENSMUSG00000020185,E2f7,E2F7,ENSG00000165891,ortholog_one2one,1,100
ENSMUSG00000097666,A330094K24Rik,,,,,
ENSMUSG00000098098,Bvht,,,,,
ENSMUSG00000051721,Wdcp,WDCP,ENSG00000163026,ortholog_one2one,1,100
ENSMUSG00000025433,Crisp3,CRISP3,ENSG00000096006,ortholog_one2many,0,25
ENSMUSG00000109828,Gm45662,,,,,
ENSMUSG00000109956,Gm45428,,,,,
ENSMUSG00002075489,Gm55533,,,,,
ENSMUSG00000050966,Lin28a,LIN28A,ENSG00000131914,ortholog_one2one,1,100
ENSMUSG00000120297,Gm30513,,,,,
ENSMUSG00000031554,Adam5,,,,,
ENSMUSG00000120137,Gm56495,,,,,
ENSMUSG00000117613,Gm2629,,,,,
ENSMUSG00000037336,Mfsd2b,MFSD2B,ENSG00000205639,ortholog_one2one,1,100
ENSMUSG00000097835,Gm26910,,,,,
ENSMUSG00000084025,Gm6276,,,,,
ENSMUSG00000119962,Gm30230,,,,,
ENSMUSG00002076712,Gm55374,,,,,
ENSMUSG00000097324,Carmn,,,,,
ENSMUSG00000030068,Gm20696,,,,,
ENSMUSG00000024193,Phf1,PHF1,ENSG00000112511,ortholog_one2one,1,50
ENSMUSG00000087288,Gm13061,,,,,
ENSMUSG00000049410,Zfp683,,,,,
ENSMUSG00000029096,Htra3,HTRA3,ENSG00000170801,ortholog_one2one,1,100
ENSMUSG00000012123,Crybg2,CRYBG2,ENSG00000176092,ortholog_one2one,1,100
ENSMUSG00000093559,Gm20705,,,,,
ENSMUSG00002075741,Gm55375,,,,,
ENSMUSG00002075195,Gm55376,,,,,
ENSMUSG00000093661,Eif4e3,EIF4E3,ENSG00000163412,ortholog_one2one,1,100
ENSMUSG00000118078,Gm50228,,,,,
ENSMUSG00000120499,Gm56498,,,,,
ENSMUSG00000120532,Gm31502,,,,,
ENSMUSG00000120534,Gm56499,,,,,
ENSMUSG00000120537,Gm56500,,,,,
ENSMUSG00000097430,Gm10544,,,,,
ENSMUSG00000097610,A930012L18Rik,,,,,
ENSMUSG00000120583,Gm56501,,,,,
ENSMUSG00000107583,Gm44104,,,,,
ENSMUSG00000120613,Gm56502,,,,,
ENSMUSG00000072875,Gpr27,GPR27,ENSG00000170837,ortholog_one2one,1,100
ENSMUSG00000120623,Gm56503,,,,,
ENSMUSG00000120640,Gm54030,,,,,
ENSMUSG00000089983,2010320O07Rik,,,,,
ENSMUSG00000027799,Nbea,NBEA,ENSG00000172915,ortholog_one2one,1,75
ENSMUSG00000118024,Gm50419,,,,,
ENSMUSG00000068748,Ptprz1,PTPRZ1,ENSG00000106278,ortholog_one2one,1,100
ENSMUSG00000118117,Gm30961,,,,,
ENSMUSG00000097080,1700086O06Rik,,,,,
ENSMUSG00000103762,Gm37861,,,,,
ENSMUSG00000120682,Gm56505,,,,,
ENSMUSG00000103971,Gm37679,,,,,
ENSMUSG00000120077,Gm41659,,,,,
ENSMUSG00000098702,1500015A07Rik,,,,,
ENSMUSG00000070103,Mir488,MIR488,ENSG00000202609,ortholog_one2one,1,
ENSMUSG00000102508,Gm37367,,,,,
ENSMUSG00000102618,Gm37848,,,,,
ENSMUSG00000026620,Mark1,MARK1,ENSG00000116141,ortholog_one2one,1,100
ENSMUSG00000054589,Gm9949,,,,,
ENSMUSG00000101801,1700020G17Rik,,,,,
ENSMUSG00000096982,Redrum,,,,,
ENSMUSG00000061601,Pclo,PCLO,ENSG00000186472,ortholog_one2one,1,100
ENSMUSG00000120636,Gm56508,,,,,
ENSMUSG00000096948,Gm4221,,,,,
ENSMUSG00000000682,Cd52,CD52,ENSG00000169442,ortholog_one2one,0,100
ENSMUSG00000089461,Gm23698,,,,,
ENSMUSG00000088447,Gm22186,,,,,
ENSMUSG00000087718,Gm22236,RNU6-566P,ENSG00000252599,ortholog_one2one,0,
ENSMUSG00000038121,Fam210a,FAM210A,ENSG00000177150,ortholog_one2one,1,100
ENSMUSG00000039994,Timeless,TIMELESS,ENSG00000111602,ortholog_one2one,1,100
ENSMUSG00000025431,Crisp1,CRISP3,ENSG00000096006,ortholog_one2many,1,25
ENSMUSG00000098253,Mir7219,,,,,
ENSMUSG00000009535,Rnmt,RNMT,ENSG00000101654,ortholog_one2one,1,100
ENSMUSG00000039410,Prdm16,PRDM16,ENSG00000142611,ortholog_one2one,1,100
ENSMUSG00000102784,Gm38251,,,,,
ENSMUSG00000020634,Ubxn2a,UBXN2A,ENSG00000173960,ortholog_one2one,1,100
ENSMUSG00000103942,Gm34732,,,,,
ENSMUSG00000103478,4930433J02Rik,,,,,
ENSMUSG00000104461,Gm37662,,,,,
ENSMUSG00000026155,Smap1,SMAP1,ENSG00000112305,ortholog_one2one,1,100
ENSMUSG00000115090,Gm49016,,,,,
ENSMUSG00000071042,Rasgrp3,RASGRP3,ENSG00000152689,ortholog_one2one,1,100
ENSMUSG00000115539,Gm6997,,,,,
ENSMUSG00000115643,Gm49011,,,,,
ENSMUSG00000115637,Gm30970,,,,,
ENSMUSG00000115167,Gm49015,,,,,
ENSMUSG00000115111,Gm4632,,,,,
ENSMUSG00000057606,Colq,COLQ,ENSG00000206561,ortholog_one2one,1,100
ENSMUSG00000052812,Atad2b,ATAD2B,ENSG00000119778,ortholog_one2one,1,100
ENSMUSG00000111846,Gm47271,,,,,
ENSMUSG00000066592,Gm7589,,,,,
ENSMUSG00000110789,Gm33053,,,,,
ENSMUSG00000030069,Prok2,PROK2,ENSG00000163421,ortholog_one2one,1,100
ENSMUSG00000066892,Fbxl12,FBXL12,ENSG00000127452,ortholog_one2one,1,75
ENSMUSG00000021680,Crhbp,CRHBP,ENSG00000145708,ortholog_one2one,1,100
ENSMUSG00000010142,Tnfrsf13b,TNFRSF13B,ENSG00000240505,ortholog_one2one,0,0
ENSMUSG00000026154,Sdhaf4,SDHAF4,ENSG00000154079,ortholog_one2one,1,100
ENSMUSG00000021679,S100z,S100Z,ENSG00000171643,ortholog_one2one,1,100
ENSMUSG00000097548,Gm26748,,,,,
ENSMUSG00000021678,F2rl1,F2RL1,ENSG00000164251,ortholog_one2one,1,100
ENSMUSG00000102495,Gm26524,,,,,
ENSMUSG00000108082,Btf3-ps6,,,,,
ENSMUSG00000097976,Gm26918,,,,,
ENSMUSG00000087780,Gm23167,RNU6-706P,ENSG00000253038,ortholog_one2one,0,
ENSMUSG00000073530,Pappa2,PAPPA2,ENSG00000116183,ortholog_one2one,1,100
ENSMUSG00000112723,Gm9110,,,,,
ENSMUSG00000030149,Klrk1,KLRK1,ENSG00000213809,ortholog_one2one,1,50
ENSMUSG00000020627,Klhl29,KLHL29,ENSG00000119771,ortholog_one2one,1,100
ENSMUSG00000106491,Gm42446,,,,,
ENSMUSG00000105485,Gm42447,,,,,
ENSMUSG00000104625,Gm42448,,,,,
ENSMUSG00000106048,Gm42444,,,,,
ENSMUSG00000113359,Gm48730,,,,,
ENSMUSG00000106411,Gm42445,,,,,
ENSMUSG00000105578,Gm43663,,,,,
ENSMUSG00000024194,Cuta,CUTA,ENSG00000112514,ortholog_one2one,1,100
ENSMUSG00000113969,Gm48731,,,,,
ENSMUSG00000098233,Gm26954,,,,,
ENSMUSG00000048376,F2r,F2R,ENSG00000181104,ortholog_one2one,1,75
ENSMUSG00000105571,Gm43662,,,,,
ENSMUSG00000007480,Mc5r,MC5R,ENSG00000176136,ortholog_one2one,1,75
ENSMUSG00000082035,Rpl17-ps8,,,,,
ENSMUSG00000104672,Gm43665,,,,,
ENSMUSG00000081182,Gm14935,,,,,
ENSMUSG00000033219,Gm9758,,,,,
ENSMUSG00000080912,Gm12269,,,,,
ENSMUSG00000031210,Gpr165,,,,,
ENSMUSG00000042506,Usp22,USP22,ENSG00000124422,ortholog_one2one,1,0
ENSMUSG00000044201,Cdc25c,CDC25C,ENSG00000158402,ortholog_one2one,1,100
ENSMUSG00000039233,Tbce,TBCE,ENSG00000284770,ortholog_one2one,1,100
ENSMUSG00000025236,Adpgk,ADPGK,ENSG00000159322,ortholog_one2one,1,75
ENSMUSG00000071262,Zfp957,TCF20,ENSG00000100207,ortholog_one2many,0,0
ENSMUSG00000091255,Speer4e,,,,,
ENSMUSG00000115045,Gm49028,,,,,
ENSMUSG00002075481,Gm55028,,,,,
ENSMUSG00000115022,Gm49387,,,,,
ENSMUSG00000072188,Gm10354,,,,,
ENSMUSG00000064127,Med14,MED14,ENSG00000180182,ortholog_one2one,1,100
ENSMUSG00000091897,Gm17019,,,,,
ENSMUSG00000056947,Mab21l1,MAB21L1,ENSG00000180660,ortholog_one2one,1,75
ENSMUSG00000022018,Rgcc,RGCC,ENSG00000102760,ortholog_one2one,1,100
ENSMUSG00000112020,Gm48532,,,,,
ENSMUSG00000037735,2810032G03Rik,,,,,
ENSMUSG00000104677,Gm43376,,,,,
ENSMUSG00000077276,Gm22784,SNORA69,ENSG00000206622,ortholog_one2one,0,
ENSMUSG00000104938,Gm42840,,,,,
ENSMUSG00000106004,Gm43391,,,,,
ENSMUSG00000039717,Ralyl,RALYL,ENSG00000184672,ortholog_one2one,1,100
ENSMUSG00000097977,Gm5652,,,,,
ENSMUSG00000099762,Gm21149,,,,,
ENSMUSG00000112559,Gm48599,,,,,
ENSMUSG00000112404,Gm32442,,,,,
ENSMUSG00000094230,Gm21847,,,,,
ENSMUSG00000047661,1600012P17Rik,,,,,
ENSMUSG00000107713,Gm6681,,,,,
ENSMUSG00000022020,Naa16,NAA16,ENSG00000172766,ortholog_one2one,1,100
ENSMUSG00000084319,Tpt1-ps3,,,,,
ENSMUSG00000106445,Gm21190,,,,,
ENSMUSG00000107204,Gm43067,,,,,
ENSMUSG00002076799,Gm55378,RN7SKP126,ENSG00000223075,ortholog_one2one,0,
ENSMUSG00000107528,Gm44442,,,,,
ENSMUSG00000105300,Gm30613,,,,,
ENSMUSG00000116814,Gm49636,,,,,
ENSMUSG00000108151,Gm33201,,,,,
ENSMUSG00000096878,Gm21083,,,,,
ENSMUSG00000097307,Gm26834,,,,,
ENSMUSG00002075154,Gm55237,,,,,
ENSMUSG00000075286,Gm1968,,,,,
ENSMUSG00000107558,2010109P13Rik,,,,,
ENSMUSG00000111898,Gm48608,,,,,
ENSMUSG00000078240,Rpl27rt,RPL29,ENSG00000162244,ortholog_one2many,0,0
ENSMUSG00000112591,Gm4927,,,,,
ENSMUSG00000097755,2010110K18Rik,,,,,
ENSMUSG00000111967,Gm3678,,,,,
ENSMUSG00000112454,Gm48619,,,,,
ENSMUSG00000070933,Speer4d,,,,,
ENSMUSG00000022528,Hes1,HES1,ENSG00000114315,ortholog_one2one,1,100
ENSMUSG00000111975,Gm46311,,,,,
ENSMUSG00000102096,1700101O22Rik,,,,,
ENSMUSG00000104014,4930562F17Rik,,,,,
ENSMUSG00000029778,Adcyap1r1,ADCYAP1R1,ENSG00000078549,ortholog_one2one,1,100
ENSMUSG00000112754,Gm9139,,,,,
ENSMUSG00000061992,Gm4953,,,,,
ENSMUSG00000112323,Gm32828,,,,,
ENSMUSG00000034300,Fam53c,FAM53C,ENSG00000120709,ortholog_one2one,1,100
ENSMUSG00000104169,Gm7430,,,,,
ENSMUSG00000089415,Gm22011,,,,,
ENSMUSG00000069720,4930572O03Rik,,,,,
ENSMUSG00000073233,Nfyc-ps,,,,,
ENSMUSG00000112615,Gm18337,,,,,
ENSMUSG00000116997,Gm20040,,,,,
ENSMUSG00000112465,Gm18387,,,,,
ENSMUSG00000116887,Gm6029,,,,,
ENSMUSG00000020609,Apob,APOB,ENSG00000084674,ortholog_one2one,1,100
ENSMUSG00002075363,Gm55193,,,,,
ENSMUSG00000101888,1700025H01Rik,,,,,
ENSMUSG00000055932,Fto,FTO,ENSG00000140718,ortholog_one2one,1,100
ENSMUSG00000106996,Gm31049,,,,,
ENSMUSG00000097621,Gm26562,,,,,
ENSMUSG00000089871,Speer4cos,,,,,
ENSMUSG00000032131,Abcg4,ABCG4,ENSG00000172350,ortholog_one2one,1,100
ENSMUSG00000116938,Gm49645,,,,,
ENSMUSG00000082626,Rps13-ps5,,,,,
ENSMUSG00000023176,Cpn2,CPN2,ENSG00000178772,ortholog_one2one,1,100
ENSMUSG00000106960,Gm42673,,,,,
ENSMUSG00000098510,Mir6968,,,,,
ENSMUSG00000044058,Mthfr-ps1,,,,,
ENSMUSG00000038305,Spats2l,SPATS2L,ENSG00000196141,ortholog_one2one,1,100
ENSMUSG00000107309,Gm43232,,,,,
ENSMUSG00000046982,Tshz1,TSHZ1,ENSG00000179981,ortholog_one2one,1,100
ENSMUSG00000014767,Tbp,TBP,ENSG00000112592,ortholog_one2one,1,75
ENSMUSG00000073208,Speer4c,,,,,
ENSMUSG00000052316,Lrrc15,LRRC15,ENSG00000172061,ortholog_one2one,1,100
ENSMUSG00000025571,Tnrc6c,TNRC6C,ENSG00000078687,ortholog_one2one,1,100
ENSMUSG00000077178,Gm25756,,,,,
ENSMUSG00000107308,Gm43234,,,,,
ENSMUSG00000107183,Gm18452,,,,,
ENSMUSG00002075735,Gm55516,RN7SKP194,ENSG00000223260,ortholog_one2one,0,
ENSMUSG00000047953,Gp5,GP5,ENSG00000178732,ortholog_one2one,1,100
ENSMUSG00000084435,Gm23429,RNU4-42P,ENSG00000201608,ortholog_one2one,0,
ENSMUSG00000119601,Gm24304,RNU6-930P,ENSG00000212240,ortholog_one2one,0,
ENSMUSG00000065235,Gm22974,,,,,
ENSMUSG00000083829,Gm2199,,,,,
ENSMUSG00000120643,Gm56504,,,,,
ENSMUSG00000118225,Gm31854,,,,,
ENSMUSG00000022533,Atp13a3,ATP13A3,ENSG00000133657,ortholog_one2one,1,100
ENSMUSG00000117915,Gm50309,,,,,
ENSMUSG00000024274,Zscan30,,,,,
ENSMUSG00000121479,,,,,,
ENSMUSG00000036553,Sh3tc1,SH3TC1,ENSG00000125089,ortholog_one2one,1,100
ENSMUSG00000118214,Gm50199,,,,,
ENSMUSG00000117482,Gm7400,,,,,
ENSMUSG00000120299,Gm56490,,,,,
ENSMUSG00000117401,4833419F23Rik,,,,,
ENSMUSG00000022022,Mtrf1,MTRF1,ENSG00000120662,ortholog_one2one,1,100
ENSMUSG00000106211,Gm42842,,,,,
ENSMUSG00000036966,Spryd3,SPRYD3,ENSG00000167778,ortholog_one2one,1,100
ENSMUSG00000106528,Gm42841,,,,,
ENSMUSG00000104514,Gm37164,,,,,
ENSMUSG00000117594,Gm50096,,,,,
ENSMUSG00000113819,Gm48017,,,,,
ENSMUSG00000097641,Gm26865,,,,,
ENSMUSG00000105293,Gm42843,,,,,
ENSMUSG00000021676,Iqgap2,IQGAP2,ENSG00000145703,ortholog_one2one,1,100
ENSMUSG00000103856,Gm2474,,,,,
ENSMUSG00000024234,Mtpap,MTPAP,ENSG00000107951,ortholog_one2one,1,100
ENSMUSG00000119391,Gm25727,,,,,
ENSMUSG00000105113,Gm2622,,,,,
ENSMUSG00000102891,Gm19114,,,,,
ENSMUSG00000118960,Gm22269,,,,,
ENSMUSG00002075512,Gm55400,,,,,
ENSMUSG00002076698,Gm55401,,,,,
ENSMUSG00000089231,Gm23112,,,,,
ENSMUSG00000102707,Gm38311,,,,,
ENSMUSG00000104375,Gm6300,,,,,
ENSMUSG00000103626,Gm37358,,,,,
ENSMUSG00000098036,Gm8955,,,,,
ENSMUSG00000097366,Gm8177,,,,,
ENSMUSG00000039710,Slc7a12,,,,,
ENSMUSG00000043881,Kbtbd7,,,,,
ENSMUSG00000075502,Kbtbd6,KBTBD6,ENSG00000165572,ortholog_one2one,1,100
ENSMUSG00000022023,Wbp4,WBP4,ENSG00000120688,ortholog_one2one,1,75
ENSMUSG00000106286,Gm43424,,,,,
ENSMUSG00000104534,Gm18660,,,,,
ENSMUSG00000098083,Gm8957,,,,,
ENSMUSG00000074212,Dnajb14,DNAJB14,ENSG00000164031,ortholog_one2one,1,100
ENSMUSG00000023046,Igfbp6,IGFBP6,ENSG00000167779,ortholog_one2one,1,100
ENSMUSG00000112694,Gm33037,,,,,
ENSMUSG00000037669,Ldah,LDAH,ENSG00000118961,ortholog_one2one,1,100
ENSMUSG00000023045,Soat2,SOAT2,ENSG00000167780,ortholog_one2one,1,100
ENSMUSG00000036461,Elf1,ELF1,ENSG00000120690,ortholog_one2one,1,50
ENSMUSG00000117579,Gm50023,,,,,
ENSMUSG00000056130,Ticam2,,,,,
ENSMUSG00000033184,Tmed7,TMED7,ENSG00000134970,ortholog_one2one,1,100
ENSMUSG00000027800,Tm4sf1,TM4SF1,ENSG00000169908,ortholog_one2one,1,50
ENSMUSG00000057561,Eif1a,,,,,
ENSMUSG00000033099,Nol12,NOL12,ENSG00000273899,ortholog_one2one,1,100
ENSMUSG00002075158,Gm55033,,,,,
ENSMUSG00000002017,Fam98a,FAM98A,ENSG00000119812,ortholog_one2one,1,100
ENSMUSG00000110233,Gm45427,,,,,
ENSMUSG00000021819,Zswim8,ZSWIM8,ENSG00000214655,ortholog_one2one,1,100
ENSMUSG00000110138,4831440D22Rik,,,,,
ENSMUSG00000117780,Gm3734,,,,,
ENSMUSG00000110079,Gm45292,,,,,
ENSMUSG00000109642,Gm45289,,,,,
ENSMUSG00000082735,Gm16394,,,,,
ENSMUSG00000109709,Gm45290,,,,,
ENSMUSG00000082397,Gm14803,,,,,
ENSMUSG00000110068,Gm45294,,,,,
ENSMUSG00000081606,Gm9059,,,,,
ENSMUSG00000110325,Gm45293,,,,,
ENSMUSG00000083350,Gm9060,,,,,
ENSMUSG00000110302,Gm45295,,,,,
ENSMUSG00000085891,Gm14634,,,,,
ENSMUSG00000110371,Gm9619,,,,,
ENSMUSG00000049090,Ptgr3,PTGR3,ENSG00000180011,ortholog_one2one,1,100
ENSMUSG00000010803,Gabra1,GABRA1,ENSG00000022355,ortholog_one2one,1,100
ENSMUSG00000110073,Gm2875,,,,,
ENSMUSG00000110216,Gm36325,,,,,
ENSMUSG00000110304,Gm36380,,,,,
ENSMUSG00000031734,Irx3,IRX3,ENSG00000177508,ortholog_one2one,1,100
ENSMUSG00000031212,Pgr15l,,,,,
ENSMUSG00000105452,Gm5276,,,,,
ENSMUSG00000117802,Gm18929,,,,,
ENSMUSG00000027801,Tm4sf4,TM4SF4,ENSG00000169903,ortholog_one2one,1,50
ENSMUSG00000097871,B230104I21Rik,,,,,
ENSMUSG00000023044,Csad,CSAD,ENSG00000139631,ortholog_one2one,1,100
ENSMUSG00000024594,Prrc1,PRRC1,ENSG00000164244,ortholog_one2one,1,100
